kraj_code,kraj,obvod_code,obvod,okres_code,okres,town_code,town,okrsok,last_year_votes,votes,last_year_votes_town,percentage_of_town
1,Bratislavský kraj,101,Bratislava,101,Bratislava I,528595,Bratislava - Staré Mesto,20,884,837.3135223390342,30370,0.029107672044781034
1,Bratislavský kraj,101,Bratislava,101,Bratislava I,528595,Bratislava - Staré Mesto,21,840,964.0069601050478,30370,0.02765887388870596
1,Bratislavský kraj,101,Bratislava,101,Bratislava I,528595,Bratislava - Staré Mesto,22,752,663.2133209426488,30370,0.02476127757655581
1,Bratislavský kraj,101,Bratislava,101,Bratislava I,528595,Bratislava - Staré Mesto,23,807,891.6410979352864,30370,0.026572275271649654
1,Bratislavský kraj,101,Bratislava,101,Bratislava I,528595,Bratislava - Staré Mesto,24,813,780.1024191494032,30370,0.026769838656568984
1,Bratislavský kraj,101,Bratislava,101,Bratislava I,528595,Bratislava - Staré Mesto,25,729,601.0601257268706,30370,0.024003951267698387
1,Bratislavský kraj,101,Bratislava,101,Bratislava I,528595,Bratislava - Staré Mesto,26,1172,1021.5323876752192,30370,0.03859071452090879
1,Bratislavský kraj,101,Bratislava,101,Bratislava I,528595,Bratislava - Staré Mesto,27,859,939.852464866818,30370,0.028284491274283834
1,Bratislavský kraj,101,Bratislava,101,Bratislava I,528595,Bratislava - Staré Mesto,28,837,911.5646958620663,30370,0.027560092196246295
1,Bratislavský kraj,101,Bratislava,101,Bratislava I,528595,Bratislava - Staré Mesto,29,907,900.1683726504,30370,0.02986499835363846
1,Bratislavský kraj,101,Bratislava,101,Bratislava I,528595,Bratislava - Staré Mesto,30,803,650.4817602744188,30370,0.026440566348370102
1,Bratislavský kraj,101,Bratislava,101,Bratislava I,528595,Bratislava - Staré Mesto,31,828,898.7463056348674,30370,0.027263747118867303
1,Bratislavský kraj,101,Bratislava,101,Bratislava I,528595,Bratislava - Staré Mesto,32,955,888.4909656720299,30370,0.031445505432993084
1,Bratislavský kraj,101,Bratislava,101,Bratislava I,528595,Bratislava - Staré Mesto,33,757,724.320860173304,30370,0.024925913730655253
1,Bratislavský kraj,101,Bratislava,101,Bratislava I,528595,Bratislava - Staré Mesto,34,922,760.3388234711134,30370,0.03035890681593678
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,1,721,832.6612957541743,13431,0.05368178095450823
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,2,765,817.1974180907636,13431,0.0569577842305115
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,3,652,742.2071064702601,13431,0.04854441218077582
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,4,759,733.2360470698253,13431,0.056511056511056514
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,5,722,635.9142832288089,13431,0.053756235574417395
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,6,736,619.8014344577606,13431,0.05479860025314571
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,7,890,914.2071524998084,13431,0.06626461171915718
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,8,778,875.4248453499662,13431,0.05792569428933065
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,9,677,801.3408271301138,13431,0.05040577767850495
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,10,668,659.0838644898735,13431,0.04973568609932246
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,11,720,827.7871965736701,13431,0.05360732633459906
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,12,660,770.4479139683986,13431,0.04914004914004914
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,13,562,594.8903447586808,13431,0.041843496388950935
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,14,760,676.2809163543792,13431,0.056585511130965674
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,15,862,1020.7693827461648,13431,0.06417988236170054
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,16,735,861.2970221371698,13431,0.05472414563323654
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,17,574,651.0220541883954,13431,0.04273695182786092
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,18,577,474.93864195136564,13431,0.042960315687588416
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529311,Bratislava - Podunajské Biskupice,19,613,723.4841673972071,13431,0.04564068200431837
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,1,688,770.2365029168836,50571,0.013604635067528821
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,2,659,673.9139396425504,50571,0.01303118388008938
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,3,560,525.8001712213104,50571,0.011073540171244388
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,4,702,667.4428792134019,50571,0.013881473571809931
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,5,608,551.6779736626839,50571,0.01202270075735105
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,6,547,550.3507353279725,50571,0.0108164758458405
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,7,590,571.3499947914755,50571,0.011666765537561052
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,8,661,732.7465350380738,50571,0.013070732237843824
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,9,775,638.9174971071642,50571,0.015324988629847146
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,10,638,627.7104685429714,50571,0.012615926123667714
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,11,710,702.6502343828976,50571,0.014039667002827707
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,12,500,506.34093670988597,50571,0.009887089438611062
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,13,469,478.7844166683383,50571,0.009274089893417176
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,14,1193,1262.8853723063346,50571,0.023590595400525993
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,15,924,975.3953872635414,50571,0.01827134128255324
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,16,781,783.9852044196612,50571,0.015443633703110478
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,17,923,821.543631933137,50571,0.01825156710367602
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,18,653,680.8376056476503,50571,0.012912538806826046
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,19,934,941.236203877873,50571,0.018469083071325464
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,20,567,491.9708602329401,50571,0.011211959423384944
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,21,642,697.3496738529841,50571,0.012695022839176603
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,22,737,655.2973872075916,50571,0.014573569832512704
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,23,699,771.8193338055514,50571,0.013822151035178264
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,24,772,824.7062457614379,50571,0.01526566609321548
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,25,489,559.2643591349548,50571,0.009669573470961618
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,26,455,523.6469498054587,50571,0.008997251389136067
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,27,699,734.9041325706315,50571,0.013822151035178264
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,28,644,715.483427783512,50571,0.012734571196931048
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,29,847,885.152017718697,50571,0.01674872950900714
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,30,759,896.8311005388763,50571,0.015008601767811592
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,31,582,569.7073457870476,50571,0.011508572106543276
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,32,690,734.628045659652,50571,0.013644183425283266
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,33,746,832.6309438602938,50571,0.014751537442407705
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,34,715,661.8655845356449,50571,0.014138537897213818
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,35,718,643.3719271352219,50571,0.014197860433845485
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,36,620,658.3299676054462,50571,0.012259990903877716
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,37,625,675.6190652703201,50571,0.012358861798263827
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,38,947,1033.3792308810632,50571,0.01872614739672935
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,39,855,944.1870154957641,50571,0.016906922940024917
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,40,952,925.7026028071895,50571,0.01882501829111546
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,41,1006,936.1837759164565,50571,0.019892823950485455
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,42,1038,1116.3841854181328,50571,0.020525597674556563
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,43,961,786.9388202735258,50571,0.01900298590101046
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,44,943,871.2693132325758,50571,0.018647050681220464
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,45,1185,1118.2644921363574,50571,0.023432401969508215
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,46,918,859.5733342979265,50571,0.018152696209289908
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,47,532,602.0848330018028,50571,0.010519863162682169
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,48,572,538.9333072364615,50571,0.011310830317771055
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,49,475,526.6689525999207,50571,0.009392734966680508
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,50,750,732.4893095774885,50571,0.014830634157916592
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,51,576,495.1143661706465,50571,0.011389927033279942
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,52,522,551.2997586005938,50571,0.010322121373909948
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,53,759,767.9639681167062,50571,0.015008601767811592
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,54,951,1057.7770213063843,50571,0.01880524411223824
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,55,817,957.4187319790575,50571,0.016155504142690475
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,56,550,581.5770109693664,50571,0.010875798382472168
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,57,593,513.7924688887775,50571,0.011726088074192719
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,58,461,478.10637159051794,50571,0.009115896462399398
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,59,568,463.2842028993976,50571,0.011231733602262166
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,60,801,847.604878876942,50571,0.01583911728065492
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,61,665,550.8629727168451,50571,0.013149828953352712
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,62,530,481.6490722208716,50571,0.010480314804927726
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,63,601,617.0261089035863,50571,0.011884281505210497
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,64,498,537.3905555957215,50571,0.009847541080856618
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,65,731,704.5198446903851,50571,0.014454924759249373
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,66,665,789.2292510905864,50571,0.013149828953352712
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,67,821,731.9234726979134,50571,0.016234600858199364
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,68,847,960.9147524830181,50571,0.01674872950900714
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,69,1168,1390.204737329491,50571,0.02309624092859544
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,70,792,711.1850008996124,50571,0.015661149670759923
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,1,618,546.3286643053178,11532,0.05359001040582726
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,2,680,593.8553012162126,11532,0.05896635449184877
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,3,726,606.056370578194,11532,0.06295525494276795
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,4,753,838.5129898452855,11532,0.06529656607700313
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,5,405,336.6418296703401,11532,0.035119667013527575
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,6,561,633.3040869279193,11532,0.04864724245577524
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,7,620,732.3653560038356,11532,0.053763440860215055
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,8,690,669.5632008020259,11532,0.05983350676378772
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,9,515,505.9792858006803,11532,0.04465834200485605
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,10,310,299.7608606352352,11532,0.026881720430107527
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,11,915,1066.3447663734555,11532,0.07934443288241415
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,12,290,265.6269996041403,11532,0.02514741588622962
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,13,368,313.72013523012765,11532,0.03191120360735345
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,14,649,582.7886668892882,11532,0.05627818244883802
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,15,614,606.2324406518768,11532,0.05324314949705168
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,16,682,556.0400699900041,11532,0.05913978494623656
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,17,807,751.8579857859689,11532,0.06997918834547347
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,18,780,903.0850783039408,11532,0.06763787721123829
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,19,549,517.0574978755499,11532,0.04760665972944849
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,1,569,623.1708324823912,27053,0.021032787491220936
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,2,654,628.70729628924,27053,0.024174768047905963
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,3,659,608.1802443817187,27053,0.024359590433593318
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,4,575,551.8764473460265,27053,0.021254574354045763
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,5,515,603.0187516950434,27053,0.01903670572579751
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,6,559,546.2440177177725,27053,0.020663142719846227
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,7,533,628.9017755277869,27053,0.019702066314271984
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,8,472,540.9668064899932,27053,0.017447233208886262
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,9,602,696.0766207709732,27053,0.022252615236757475
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,10,528,546.1507116229931,27053,0.01951724392858463
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,11,540,626.7264008981995,27053,0.01996081765423428
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,12,650,630.1342103181559,27053,0.024026910139356077
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,13,469,427.49807005166707,27053,0.01733633977747385
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,14,674,684.1565465140135,27053,0.02491405759065538
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,15,510,508.0288754303015,27053,0.018851883340110155
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,16,519,533.3905090694469,27053,0.019184563634347392
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,17,620,712.3288112826929,27053,0.022917975825231952
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,18,710,720.4665084717064,27053,0.02624477876760433
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,19,591,707.1667761176342,27053,0.021846005988245296
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,20,659,659.3870237154175,27053,0.024359590433593318
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,21,473,542.1261672018423,27053,0.01748419768602373
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,22,822,714.8630680962233,27053,0.030384800207001073
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,23,709,785.5441411906711,27053,0.026207814290466862
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,24,607,699.1189443651489,27053,0.02243743762244483
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,25,582,658.3245702776026,27053,0.02151332569400806
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,26,630,523.442625691718,27053,0.023287620596606662
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,27,459,446.47209497887843,27053,0.01696669500609914
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,28,794,876.2018796054396,27053,0.029349794847151885
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,29,457,391.6989920278855,27053,0.016892766051824198
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,30,687,763.9351760389807,27053,0.0253945957934425
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,31,773,891.5708315934884,27053,0.028573540827264998
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,32,741,686.3050317661676,27053,0.02739067755886593
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,33,720,777.2354053612954,27053,0.02661442353897904
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,34,596,595.5705429099359,27053,0.02203082837393265
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,35,599,580.2816939424849,27053,0.022141721805345065
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,36,576,494.6156160827701,27053,0.021291538831183232
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,37,486,549.971818542149,27053,0.017964735888810854
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,38,717,719.1029754647061,27053,0.02650353010756663
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,39,660,782.8049704542753,27053,0.024396554910730787
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,40,558,501.9952572227821,27053,0.020626178242708758
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,41,727,682.3220834146484,27053,0.026873174878941336
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,42,756,685.8808804258787,27053,0.027945144715927992
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,43,537,634.0189339904019,27053,0.019849924222821867
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,44,490,522.4408084453027,27053,0.018112593797360736
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,45,289,264.180730533515,27053,0.010682733892729087
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529354,Bratislava - Rača,1,1306,1052.0510390825739,14854,0.0879224451326242
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529354,Bratislava - Rača,2,935,844.924161615077,14854,0.06294600780934428
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529354,Bratislava - Rača,3,707,741.902839515599,14854,0.04759660697455231
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529354,Bratislava - Rača,4,823,759.4897200425503,14854,0.05540595125892016
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529354,Bratislava - Rača,5,817,678.4919265933937,14854,0.05500201965800458
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529354,Bratislava - Rača,6,791,652.3222791972896,14854,0.053251649387370405
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529354,Bratislava - Rača,7,732,863.707331840959,14854,0.04927965531170055
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529354,Bratislava - Rača,8,740,840.3976406022895,14854,0.04981823077958799
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529354,Bratislava - Rača,9,1010,1063.0574864632752,14854,0.06799515282078901
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529354,Bratislava - Rača,10,812,952.8736694648361,14854,0.05466540999057493
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529354,Bratislava - Rača,11,905,754.3850075638949,14854,0.06092634980476639
1,Bratislavský kraj,101,Bratislava,103,Bratislava III,529354,Bratislava - Rača,12,872,1040.547836322875,14854,0.058704725999730714
